id,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfccs_mean_0,mfccs_mean_1,mfccs_mean_2,mfccs_mean_3,mfccs_mean_4,mfccs_mean_5,mfccs_mean_6,mfccs_mean_7,mfccs_mean_8,mfccs_mean_9,mfccs_mean_10,mfccs_mean_11,mfccs_mean_12,mfccs_std_0,mfccs_std_1,mfccs_std_2,mfccs_std_3,mfccs_std_4,mfccs_std_5,mfccs_std_6,mfccs_std_7,mfccs_std_8,mfccs_std_9,mfccs_std_10,mfccs_std_11,mfccs_std_12,cent_mean,cent_std,cent_skew,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,rolloff_mean,rolloff_std,rolloff_skew,zrate_mean,zrate_std,zrate_skew,tempo
18,0.1582308991,0.0429989821,0.08803851289999999,0.35194866799999996,0.4802773204,0.3426712088,0.1380367939,0.1214776635,0.1393268111,0.1446563024,0.2810282109,0.3320709884,0.13304830869999998,0.0720684221,0.09824303109999999,0.13408227679999998,0.18968022399999998,0.1238393184,0.1045395744,0.1453877784,0.17165965649999998,0.1766030957,0.12329377789999998,0.14228767369999998,-251.5705731852,110.95904049469999,17.548348752,34.4020474075,-12.5642654829,15.5678393324,-5.2135442587,-0.3344902189,-16.6658352223,7.8487107026,-5.5199116697,3.8008255237,-7.2307044412,32.433452844099996,25.2417267562,12.2102613525,14.9083460717,9.383715219800001,8.3327290638,8.7220728213,7.7400167167,10.0349265499,8.2994109038,10.5348384924,7.445040887999999,7.9690176729,2172.6451932551,891.8791535969,2.1234476529,33.3602678664,24.4218427968,26.6815392465,23.850427298699998,22.0621912821,22.076433099000003,40.9372461397,4.8313166312,4.6883415907999995,5.329291856,4.1271137955,3.8835247610000003,3.752555068,4.9719104501,4919.6213593992,1586.1892713226,1586.1892713226,0.0516707722,0.0197757232,1.5615738444,92.28515625
19,0.2149769502,0.18016939850000002,0.24057766390000002,0.2573844678,0.2434212595,0.19015074629999998,0.11200421519999999,0.1708416423,0.2614098511,0.3584343522,0.3742926472,0.32125913149999996,0.0850390691,0.1441854936,0.07965568099999999,0.16426186339999999,0.1102353298,0.1290942584,0.0797919015,0.14071580109999998,0.20567260829999998,0.08218501639999999,0.1960348461,0.12698660679999998,-128.4253826545,156.2745516799,-19.1789168955,30.3752026712,6.5424513828999995,3.8946812839,2.7032559457,2.1140563778,2.7337289431,7.1070545934,-8.2029765214,7.133326584500001,-4.7666129173,42.2146267642,30.4757983044,16.2709987751,13.482405331099999,10.0859966074,7.3524775763,7.9173091482,10.100014677699999,6.5567498396,7.5690214366,6.6150851438,5.42104892,5.8716832677,1628.4897015369,633.7784976249,1.1018373795,31.9103961949,20.522967594,23.634619537800003,22.5807256623,21.3091080447,25.5256060479,35.3290748858,5.0507526994,3.8402129388,3.8038284767,3.4241356385,3.1633050245999996,3.9215848313999997,3.6444840368,3515.9613855106,1648.9689137024,1648.9689137024,0.0564931339,0.0176464696,1.0258037440999999,123.046875
20,0.24917663969999998,0.2759030698,0.2857468301,0.3097498184,0.28656953350000003,0.21507976829999997,0.1512275494,0.18274279870000001,0.2606102423,0.3063002641,0.25427765739999997,0.2090712474,0.140298477,0.11839273189999999,0.134434756,0.1413570585,0.1710714477,0.13690465400000001,0.1360508147,0.1393718364,0.1302326962,0.1580880283,0.1169585052,0.1269305905,-204.3033962685,107.5670856974,7.0593490254999995,49.662581253199996,17.1263797375,4.9741280553,1.4699287672,7.9530478335,-1.6979566797999999,8.0463683455,-3.5876370241,3.2377824386,3.9168252668,44.4941483216,24.5246689904,22.935263512800002,10.5840634255,10.249383197,8.5965140607,8.1447649986,7.6665058822,7.9047609527,7.597309846,9.4195001621,11.0451056425,10.3819330658,2195.0116914758,698.2797671197001,0.5998482569,24.265776509400002,18.9010685048,24.2793690513,24.843318540300004,24.9435002118,22.9612645827,36.2193287906,6.2978000425,4.367604217099999,5.1953563478,4.794257282799999,5.2506742838,5.3008253788,4.382598236600001,4636.8811538539,1516.2890031064,1516.2890031064,0.0879834991,0.04922737519999999,1.1492999053,112.3471467391
21,0.0643638805,0.0597494904,0.3969269808,0.5746703077,0.38638248189999996,0.11255732310000001,0.1110979929,0.0963338881,0.020356857,0.2032506721,0.36091481909999995,0.2243457242,0.11407490140000001,0.0843052017,0.0484906129,0.057758185999999996,0.0506073095,0.0918493214,0.1340150804,0.10112292460000001,0.055115512900000004,0.0970892607,0.1252414746,0.0738271024,-131.4701850175,125.1836127851,-5.62196793,28.222650294,-13.3818319063,5.8090927071000005,-3.5548865588,2.049739691,-16.3889927878,-4.8174843281,-6.3079563284,6.6560841215,-9.1133059314,52.3091087861,21.1601598991,12.8294885697,8.5577002711,7.9158137789,6.8177645061000005,6.7686831915,6.265563971000001,7.627413125,7.873146095399999,7.2142071648,7.6492622837,7.1211627683000005,1658.5489813702,436.244394053,0.28602126850000004,30.467412034299997,24.4030336827,27.817485981599997,27.1085832551,26.4514252242,28.859270227,43.2652970773,5.8290953876,3.9167820823,3.4220612532,3.0925871701,2.9605266514,3.6724346887,4.4992890117,3595.9173423614,1207.0396687732,1207.0396687732,0.0625940841,0.018127686599999998,1.10345921,135.9991776316
22,0.1742426135,0.3041143913,0.37518132979999996,0.2809952139,0.1685763672,0.1391913973,0.1784567949,0.23990432899999997,0.30634188489999997,0.34646620770000003,0.1991472384,0.1029682491,0.14636186939999998,0.1461941836,0.1773355283,0.1268946302,0.1359698804,0.1510962259,0.15705827320000001,0.2004529507,0.1300097663,0.1436974529,0.1104448093,0.0991685424,-198.4857094429,146.325056202,-28.268968976100002,37.989668679,12.599137351,0.8650077515000001,5.5508522326,5.7970295583,0.5434075153,0.37338321350000003,-5.0847021719,-2.0742086788,-1.6404612128,79.829249371,14.183308954100001,20.9532531197,14.718407866600002,7.9855203617,9.528930068400001,7.0973437678,6.7054786397,6.339916692,8.8882281431,6.827756344,7.8066628172,6.887183791,1576.8182514714001,413.79899176050003,1.3648390209999999,29.6965694712,19.7592790378,22.8950543914,22.781353630399998,22.4561596242,22.409551449499997,37.1872289061,5.939305254600001,5.6844864463,4.6418826209,3.9595288806999998,3.0592848549,2.9127123426,3.8525311433,3219.1084210896997,1125.9161749746002,1125.9161749746002,0.0604429265,0.018492565,0.31591317329999996,99.3840144231
24,0.1511847268,0.1850641191,0.1402104252,0.0854495393,0.13689775029999998,0.2988257002,0.3696728383,0.3287708182,0.2727032196,0.3068986398,0.283728453,0.1901177988,0.1364292708,0.1843986021,0.1535507491,0.133383915,0.1429246305,0.1329169193,0.1605966691,0.1206475531,0.1262696715,0.1467345319,0.194352083,0.1739920163,-164.2623983632,97.1009558309,-11.635897923900002,36.9049011823,-12.432368455899999,7.952217616,-4.3614689226,5.2705542151,-13.1083127284,-8.165791567100001,-18.9070888702,-10.813154622,-5.427036096599999,28.169587776500002,14.5764275723,17.676279742000002,9.1226738708,10.7401534404,7.9571497259,8.2105513714,7.7103759247,10.7910475719,7.8827349983,9.6550862252,9.7414281313,11.9233708792,2066.3110152499,401.98051730599997,0.7959083248000001,30.2126643771,21.5967867175,26.8589131504,22.5553591761,19.8108322566,18.6427137214,37.537749849499995,6.0661502387,5.6661079562,4.6451762510000005,4.2253932564,3.2586764698,3.1412566044,2.4061198589,4385.3239032916,625.1667521337,625.1667521337,0.060936544100000004,0.0284810571,1.30786853,95.703125
25,0.12491636210000001,0.1224862973,0.11463811800000001,0.1250939603,0.1861863028,0.3311950348,0.49073514729999995,0.5050437653000001,0.3396770456,0.20301267,0.1684460371,0.14487002,0.124701365,0.12299589779999999,0.0981925159,0.0820681597,0.0909412986,0.062293197,0.0710334656,0.1095181975,0.07397029299999999,0.0635695266,0.0524147242,0.076777505,-150.40112289729998,82.22679581279999,-14.9878657078,47.821508036000004,3.1277587037,16.8403073111,2.6794639739,16.239430969,4.6549760706,4.5972425776,2.6086254352,4.5687197183,-5.3535131971,41.411399600900005,16.9721132257,23.109148372800004,7.9667228444000004,10.5934222886,6.4011214168,5.5825419934000005,5.796124374,7.5232665602,7.9683629126,6.381989616499999,6.3924042242,6.374401444,2295.1422081052,442.6640102889,0.4401852611,33.0311203126,15.7050394985,17.3152897316,18.0405218312,18.158049728399998,20.2958482545,38.9651158397,5.3583500878,4.1951222192,4.1568515442,4.6247140106,3.4325585024,2.8926950755000003,2.8729589049,4744.1274180109995,810.543047365,810.543047365,0.072889498,0.0517032225,0.9742900056999999,143.5546875
31,0.2412837109,0.2766795698,0.27132228280000004,0.240603473,0.2363332019,0.1843079766,0.10704944710000001,0.1918528111,0.22033080510000003,0.211541415,0.2252467359,0.2258212768,0.17014354059999998,0.2241924098,0.2035444622,0.1492705144,0.1602490292,0.158900661,0.17824499489999998,0.2216778984,0.2057119127,0.1728513244,0.1686524973,0.1587602886,-205.13143232209998,80.2595308659,17.4605125286,26.3092771575,13.7917536025,31.0637862521,10.6274386124,17.5069685362,1.1590941693999999,5.1834987908,-0.4194313545,7.5838185529999995,-3.3401624026,38.3450795362,22.220865754899997,26.3199044404,12.6216356565,13.1342069805,8.9312014638,10.8368066852,10.8892030442,10.2127707806,14.0015378568,8.6607262811,9.7422614785,8.5663880581,2347.0742841213,713.5895571417999,0.8085773863,29.0956663704,19.1847681311,20.9084630548,23.3819307726,22.607780886599997,21.4345708137,43.2689547712,6.2433022933,4.8772903671,4.81572763,4.472870196000001,4.3352416565,3.4127194832999996,7.4795465801,5512.7941391149,1687.1355483502,1687.1355483502,0.0713268162,0.0374930103,1.5891690812,161.4990234375
32,0.4349532891,0.3284689321,0.1948930645,0.1857458456,0.2721599482,0.3257523038,0.3040496988,0.1678900481,0.1859150267,0.2368337702,0.13517498890000001,0.2870098267,0.0939456927,0.084108306,0.1644506705,0.08551042880000001,0.10344660289999999,0.1282145348,0.0849635539,0.0864717525,0.0981842793,0.1374917341,0.08943646,0.0984028949,-136.5379641598,141.8326886844,-75.8357961028,34.811846532,7.0011460524,-12.681739800799999,7.481493557,8.156642048,-9.9670326287,-5.2577285581,-1.9407367562,4.5122819085,-11.4879734199,35.347622422,18.6698431768,8.9372065968,13.800508345399999,11.3480374878,9.7655695507,9.7855092511,6.6616791707,7.1849882674000005,10.2499869649,7.5873352328,6.4918666114,6.787736532,1723.1487961892,215.2888899091,-0.0797920592,33.0372610207,25.924572136,26.5408595359,27.54471205,25.0126671225,25.5398631592,38.6001549129,6.1364307651,4.2649441394,4.4854692226,3.6969397954,3.3587473272,3.6788034955,3.2515537419,2851.8840608891996,267.0931187104,267.0931187104,0.1157921231,0.0266567179,0.4643166402,117.45383522729999
35,0.0589504851,0.1662625327,0.2647875281,0.2202839792,0.3264667332,0.4805024017,0.38497052460000003,0.15412142210000002,0.1276213228,0.2031981296,0.2418336904,0.15474965529999998,0.0519721487,0.12431332619999999,0.1795960757,0.1470988287,0.09314402039999999,0.1322107244,0.1305119343,0.1264066737,0.1046219159,0.1068861109,0.165357977,0.1410276676,-184.2565409041,109.8651632416,14.332321342,26.003901545799998,1.1306579997,23.502914928000003,-1.1206479236,-6.3587052952,-9.5209836945,-7.9308923523,-8.4765426978,4.8512243799,-5.8337290032,50.0903351122,25.8481711015,15.0480836226,12.4191799684,12.3031385656,12.9080969271,8.5528996253,9.0505747211,9.2588856216,9.300565426799999,10.5540457475,8.819110539,8.395475765,1783.7327602096,617.6174296798999,0.25726556079999996,27.4389799303,21.9502104646,26.7156997385,25.4446847589,26.702104805300003,25.8810882823,38.7906280859,6.4146704699,5.392061686,5.114943336600001,4.7161399076,5.2657403776,6.1223674977,5.5140428805,3867.8558491113,1665.553444635,1665.553444635,0.0595874187,0.0368657481,1.4220522653999998,95.703125
37,0.255427458,0.1352260773,0.1664938125,0.2394429978,0.2581223825,0.2157088091,0.1863397726,0.19223682399999997,0.25854735510000004,0.3315748436,0.3934413222,0.3692596952,0.1184705978,0.08639221529999999,0.1259126589,0.1402950041,0.1553013948,0.1236550791,0.1048099391,0.0881146056,0.1098854798,0.1236236123,0.11916011039999999,0.14796780880000002,-150.7177197073,115.2698320472,-28.829603245,44.7976402643,-1.4497411519999999,3.9108631262999998,3.8794549732,7.62773501,3.4848674872000003,-0.10316011300000001,-3.1046681196,7.350077611900001,-2.5205259399,24.2887531215,15.9669687639,10.4320309536,8.188000818799999,6.937287724400001,5.655335634400001,7.2671830462,6.577504155700001,5.0226663186,5.6511326311,6.4619077178,4.8560219733,5.0899399293,1962.7620806520001,430.9122252039,0.7760705928,32.2680635795,17.0207419585,19.9806164148,18.019479576400002,18.042306770699998,21.657988374000002,39.1534615078,5.2768301029,4.4569319264,4.8115163114,3.4176458043999998,3.3018804848000003,3.4642928895,3.3498547162,4040.0617902303998,852.1632057676,852.1632057676,0.0540862093,0.0247040334,0.7601457562999999,135.9991776316
39,0.1408974439,0.1326669723,0.2296213227,0.3211070299,0.4010853413,0.3470344267,0.2705627351,0.2675512349,0.24996806300000002,0.2407322282,0.2285511107,0.2581294091,0.1012666081,0.0712514485,0.12324094320000001,0.0950285576,0.13290772550000002,0.10613966779999999,0.1062194393,0.12276186230000001,0.1107362128,0.11251263730000001,0.096377429,0.1107938045,-103.8309565302,77.2170902259,-42.329408446500004,36.264982543,-11.897442390999998,3.9935243876,-4.9732228086,-4.4856697837,-11.572998658900001,0.7990503539,-3.5264020444999997,6.526236509299999,-6.8046167454,48.8580369351,17.162872225799997,23.498338825300003,14.3136613707,10.6090285163,8.407538563,6.2378068399,9.8675749071,7.693835261799999,7.563840241,13.943682096,8.9167081499,8.2211960887,2509.4649514792,398.86749499129996,2.587438681,29.303442656999998,15.733358138800002,21.6234586329,23.6377750098,22.713549558,23.693771301399998,41.6743364229,6.7661089778,4.1135952554,4.6293725791,4.0692940698,4.1333905777,3.6491043935,3.6486133107,4553.279559505399,716.5289503660001,716.5289503660001,0.1502014506,0.0310697643,0.26833731559999996,123.046875
40,0.2491921324,0.1900725113,0.1963208534,0.24270484920000002,0.2540569828,0.18476598600000002,0.2455914234,0.28230234670000004,0.2013198987,0.1680325125,0.2216673772,0.3214498764,0.20757768010000002,0.14492619310000002,0.15294202880000002,0.1539141977,0.18284498899999999,0.1387356464,0.180033202,0.192461728,0.16627038130000002,0.1655933801,0.1492049508,0.18376217820000001,-246.0917543632,136.4311883288,0.466798919,35.2525424185,10.0711536914,9.5543056464,-2.4805184244,2.2426422717,-1.306990169,-1.3236452737,-6.2225858481,-0.8098006795999999,-1.6467342125,68.78915652239999,22.7337257342,13.4311147916,11.0929099848,12.2255307985,8.4039366865,9.289675523,7.1436500034,6.6370534288,6.8827722605999995,7.4911799495,7.9587198236,7.2716404413,1540.4176657061998,709.0235749124,2.3670921305,32.867328007800005,22.1243519814,25.420988340300003,24.3043670323,24.2649999824,20.935641936099998,36.994779258,5.4466623782,4.7969200617,4.889332274,3.9350032296,3.4122540204000003,2.9595522427999996,3.0917326694,3317.1172765528004,1661.8847957067,1661.8847957067,0.0409429237,0.0166626314,0.5358633325,123.046875
